Name,Description,semantic
nsenter - run program with namespaces of other processes,Enters the namespaces of one or more other processes and then executesthe specified program. Enterable namespaces are:,nsenter - run program with namespaces of other processes Enters the namespaces of one or more other processes and then executesthe specified program. Enterable namespaces are:
nslookup - query Internet name servers interactively,Nslookup is a program to query Internet domain name servers. Nslookuphas two modes: interactive and non-interactive. Interactive mode allowsthe user to query name servers for information about various hosts and,nslookup - query Internet name servers interactively Nslookup is a program to query Internet domain name servers. Nslookuphas two modes: interactive and non-interactive. Interactive mode allowsthe user to query name servers for information about various hosts and
nsupdate - Dynamic DNS update utility,nsupdate is used to submit Dynamic DNS Update requests as defined inRFC 2136 to a name server. This allows resource records to be added orremoved from a zone without manually editing the zone file. A single,nsupdate - Dynamic DNS update utility nsupdate is used to submit Dynamic DNS Update requests as defined inRFC 2136 to a name server. This allows resource records to be added orremoved from a zone without manually editing the zone file. A single
ntpstat - show network time synchronisation status,"ntpstat will report the synchronisation state of the NTP daemon (ntpd)running on the local machine. If the local system is found to be syn‐chronised to a reference time source, ntpstat will report the approxi‐","ntpstat - show network time synchronisation status ntpstat will report the synchronisation state of the NTP daemon (ntpd)running on the local machine. If the local system is found to be syn‐chronised to a reference time source, ntpstat will report the approxi‐"
numfmt - Convert numbers from/to human-readable strings,"Reformat NUMBER(s), or the numbers from standard input if none arespecified.","numfmt - Convert numbers from/to human-readable strings Reformat NUMBER(s), or the numbers from standard input if none arespecified."
objcopy - copy and translate object files,The GNU objcopy utility copies the contents of an object file toanother. objcopy uses the GNU BFD Library to read and write the objectfiles. It can write the destination object file in a format different,objcopy - copy and translate object files The GNU objcopy utility copies the contents of an object file toanother. objcopy uses the GNU BFD Library to read and write the objectfiles. It can write the destination object file in a format different
objdump - display information from object files.,objdump displays information about one or more object files. Theoptions control what particular information to display. Thisinformation is mostly useful to programmers who are working on the,objdump - display information from object files. objdump displays information about one or more object files. Theoptions control what particular information to display. Thisinformation is mostly useful to programmers who are working on the
od - dump files in octal and other formats,"Write an unambiguous representation, octal bytes by default, of FILE tostandard output. With more than one FILE argument, concatenate them inthe listed order to form the input. With no FILE, or when FILE is -,","od - dump files in octal and other formats Write an unambiguous representation, octal bytes by default, of FILE tostandard output. With more than one FILE argument, concatenate them inthe listed order to form the input. With no FILE, or when FILE is -,"
oddjob_request - send requests to oddjobd from the command line,The oddjob_request application is a simple oddjob client applicationwhich can be used to invoke a particular method provided by the oddjobdserver.,oddjob_request - send requests to oddjobd from the command line The oddjob_request application is a simple oddjob client applicationwhich can be used to invoke a particular method provided by the oddjobdserver.
oldfind - search for files in a directory hierarchy,The oldfind and find programs are functionally identical. The onlydifference between them is the implementation internals of how thefilesystem is searched. The oldfind binary has a recursive implementa‐,oldfind - search for files in a directory hierarchy The oldfind and find programs are functionally identical. The onlydifference between them is the implementation internals of how thefilesystem is searched. The oldfind binary has a recursive implementa‐
on_ac_power - test whether the computer is running on line power,This manual page documents briefly the on_ac_power command.on_ac_power is a command line program to test whether the computer is,on_ac_power - test whether the computer is running on line power This manual page documents briefly the on_ac_power command.on_ac_power is a command line program to test whether the computer is
openvt - start a program on a new virtual terminal (VT).,"openvt will find the first available VT, and run on it the given com‐mand with the given command options, standard input, output and errorare directed to that terminal. The current search path ($PATH) is used","openvt - start a program on a new virtual terminal (VT). openvt will find the first available VT, and run on it the given com‐mand with the given command options, standard input, output and errorare directed to that terminal. The current search path ($PATH) is used"
openssl - OpenSSL command line tool,OpenSSL is a cryptography toolkit implementing the Secure Sockets Layer(SSL v2/v3) and Transport Layer Security (TLS v1) network protocols andrelated cryptography standards required by them.,openssl - OpenSSL command line tool OpenSSL is a cryptography toolkit implementing the Secure Sockets Layer(SSL v2/v3) and Transport Layer Security (TLS v1) network protocols andrelated cryptography standards required by them.
orbd - Enables clients to locate and call persistent objects on serversin the CORBA environment.,The orbd command enables clients to transparently locate and callpersistent objects on servers in the CORBA environment. The ServerManager included with the orbd tool is used to enable clients to,orbd - Enables clients to locate and call persistent objects on serversin the CORBA environment. The orbd command enables clients to transparently locate and callpersistent objects on servers in the CORBA environment. The ServerManager included with the orbd tool is used to enable clients to
os-prober — Discover bootable partitions on the local system.,"The os-prober utility will scan all disks available on the system forother operating systems. For each discovered OS, it will output a lineof the form:","os-prober — Discover bootable partitions on the local system. The os-prober utility will scan all disks available on the system forother operating systems. For each discovered OS, it will output a lineof the form:"
p11-kit - Tool for operating on configured PKCS#11 modules,p11-kit is a command line tool that can be used to perform operationson PKCS#11 modules configured on the system.,p11-kit - Tool for operating on configured PKCS#11 modules p11-kit is a command line tool that can be used to perform operationson PKCS#11 modules configured on the system.
pack200 - Packages a JAR file into a compressed pack200 file for webdeployment.,The pack200 command is a Java application that transforms a JAR fileinto a compressed pack200 file with the Java gzip compressor. Thepack200 files are highly compressed files that can be directly deployed,pack200 - Packages a JAR file into a compressed pack200 file for webdeployment. The pack200 command is a Java application that transforms a JAR fileinto a compressed pack200 file with the Java gzip compressor. Thepack200 files are highly compressed files that can be directly deployed
"package-cleanup - clean up locally installed, duplicate, or orphanedpackages",package-cleanup is a program for cleaning up the locally-installedRPMs.,"package-cleanup - clean up locally installed, duplicate, or orphanedpackages package-cleanup is a program for cleaning up the locally-installedRPMs."
pango-view - Pango text viewer,Usage:pango-view [OPTION?] - FILE,pango-view - Pango text viewer Usage:pango-view [OPTION?] - FILE
passwd - update user's authentication tokens,The passwd utility is used to update user's authentication token(s).This task is achieved through calls to the Linux-PAM and Libuser API.,passwd - update user's authentication tokens The passwd utility is used to update user's authentication token(s).This task is achieved through calls to the Linux-PAM and Libuser API.
paste - merge lines of files,"Write lines consisting of the sequentially corresponding lines fromeach FILE, separated by TABs, to standard output. With no FILE, orwhen FILE is -, read standard input.","paste - merge lines of files Write lines consisting of the sequentially corresponding lines fromeach FILE, separated by TABs, to standard output. With no FILE, orwhen FILE is -, read standard input."
patch - apply a diff file to an original,"patch takes a patch file patchfile containing a difference listing pro‐duced by the diff program and applies those differences to one or moreoriginal files, producing patched versions. Normally the patched ver‐","patch - apply a diff file to an original patch takes a patch file patchfile containing a difference listing pro‐duced by the diff program and applies those differences to one or moreoriginal files, producing patched versions. Normally the patched ver‐"
pathchk - check whether file names are valid or portable,Diagnose invalid or unportable file names.-p check for most POSIX systems,pathchk - check whether file names are valid or portable Diagnose invalid or unportable file names.-p check for most POSIX systems
pax - portable archive interchange,"The pax utility shall read, write, and write lists of the members ofarchive files and copy directory hierarchies. A variety of archive for‐mats shall be supported; see the -x format option.","pax - portable archive interchange The pax utility shall read, write, and write lists of the members ofarchive files and copy directory hierarchies. A variety of archive for‐mats shall be supported; see the -x format option."
pchrt (python-schedutils) - manipulate the real-time attributes of aprocess,,pchrt (python-schedutils) - manipulate the real-time attributes of aprocess nan
pcre-config - program to return PCRE configuration,pcre-config returns the configuration of the installed PCRE librariesand the options required to compile a program to use them. Some of the,pcre-config - program to return PCRE configuration pcre-config returns the configuration of the installed PCRE librariesand the options required to compile a program to use them. Some of the
pdf2dsc - generate a PostScript page list of a PDF document,"pdf2dsc uses gs(1) to read an Adobe Portable Document Format (PDF) doc‐ument ""input.pdf"" and create a PostScript(tm) document ""output.dsc""that conforms to Adobe's Document Structuring Conventions (DSC)","pdf2dsc - generate a PostScript page list of a PDF document pdf2dsc uses gs(1) to read an Adobe Portable Document Format (PDF) doc‐ument ""input.pdf"" and create a PostScript(tm) document ""output.dsc""that conforms to Adobe's Document Structuring Conventions (DSC)"
pdf2ps - Ghostscript PDF to PostScript translator,"pdf2ps uses gs(1) to convert the Adobe Portable Document Format (PDF)file ""input.pdf"" to PostScript(tm) in ""output.ps"". Normally the outputis allowed to use PostScript Level 2 (but not PostScript LanguageLevel","pdf2ps - Ghostscript PDF to PostScript translator pdf2ps uses gs(1) to convert the Adobe Portable Document Format (PDF)file ""input.pdf"" to PostScript(tm) in ""output.ps"". Normally the outputis allowed to use PostScript Level 2 (but not PostScript LanguageLevel"
peekfd - peek at file descriptors of running processes,peekfd attaches to a running process and intercepts all reads andwrites to file descriptors. You can specify the desired file descrip‐tor numbers or dump all of them.,peekfd - peek at file descriptors of running processes peekfd attaches to a running process and intercepts all reads andwrites to file descriptors. You can specify the desired file descrip‐tor numbers or dump all of them.
perl - The Perl 5 language interpreter,"Perl officially stands for Practical Extraction and Report Language,except when it doesn't.","perl - The Perl 5 language interpreter Perl officially stands for Practical Extraction and Report Language,except when it doesn't."
perlbug - how to submit bug reports on Perl,This program is designed to help you generate and send bug reports (andthank-you notes) about perl5 and the modules which ship with it.,perlbug - how to submit bug reports on Perl This program is designed to help you generate and send bug reports (andthank-you notes) about perl5 and the modules which ship with it.
perldoc - Look up Perl documentation in Pod format.,"perldoc looks up a piece of documentation in .pod format that isembedded in the perl installation tree or in a perl script, anddisplays it via ""groff -man | $PAGER"". (In addition, if running under","perldoc - Look up Perl documentation in Pod format. perldoc looks up a piece of documentation in .pod format that isembedded in the perl installation tree or in a perl script, anddisplays it via ""groff -man | $PAGER"". (In addition, if running under"
perlivp - Perl Installation Verification Procedure,The perlivp program is set up at Perl source code build time to testthe Perl version it was built under. It can be used after running:,perlivp - Perl Installation Verification Procedure The perlivp program is set up at Perl source code build time to testthe Perl version it was built under. It can be used after running:
pf2afm - Make an AFM file from Postscript (PFB/PFA/PFM) font filesusing ghostscript,"This script invokes gs(1) to make an AFM file from PFB / PFA and(optionally) PFM files. Output goes to fontfilename.afm, which mustnot already exist.","pf2afm - Make an AFM file from Postscript (PFB/PFA/PFM) font filesusing ghostscript This script invokes gs(1) to make an AFM file from PFB / PFA and(optionally) PFM files. Output goes to fontfilename.afm, which mustnot already exist."
pfbtopfa - Convert Postscript .pfb fonts to .pfa format using ghost‐script,This script invokes gs(1) to convert a .pfb file into a .pfa file.,pfbtopfa - Convert Postscript .pfb fonts to .pfa format using ghost‐script This script invokes gs(1) to convert a .pfb file into a .pfa file.
"pgrep, pkill - look up or signal processes based on name and otherattributes","pgrep looks through the currently running processes and lists theprocess IDs which match the selection criteria to stdout. All the cri‐teria have to match. For example,","pgrep, pkill - look up or signal processes based on name and otherattributes pgrep looks through the currently running processes and lists theprocess IDs which match the selection criteria to stdout. All the cri‐teria have to match. For example,"
"piconv -- iconv(1), reinvented in perl","piconv is perl version of iconv, a character encoding converter widelyavailable for various Unixen today. This script was primarily atechnology demonstrator for Perl 5.8.0, but you can use piconv in the","piconv -- iconv(1), reinvented in perl piconv is perl version of iconv, a character encoding converter widelyavailable for various Unixen today. This script was primarily atechnology demonstrator for Perl 5.8.0, but you can use piconv in the"
pidstat - Report statistics for Linux tasks.,The pidstat command is used for monitoring individual tasks currentlybeing managed by the Linux kernel. It writes to standard output activ‐ities for every task selected with option -p or for every task managed,pidstat - Report statistics for Linux tasks. The pidstat command is used for monitoring individual tasks currentlybeing managed by the Linux kernel. It writes to standard output activ‐ities for every task selected with option -p or for every task managed
pinfo - curses based lynx-style info browser,This is a program for viewing info files. You specify which page youwant to read by passing it an infopage argument. This argument containsthe name of an info page (i.e. 'bash'). The program will then (by,pinfo - curses based lynx-style info browser This is a program for viewing info files. You specify which page youwant to read by passing it an infopage argument. This argument containsthe name of an info page (i.e. 'bash'). The program will then (by
ping - send ICMP ECHO_REQUEST to network hosts,"ping uses the ICMP protocol's mandatory ECHO_REQUEST datagram to elicitan ICMP ECHO_RESPONSE from a host or gateway. ECHO_REQUEST datagrams(``pings'') have an IP and ICMP header, followed by a struct timeval","ping - send ICMP ECHO_REQUEST to network hosts ping uses the ICMP protocol's mandatory ECHO_REQUEST datagram to elicitan ICMP ECHO_RESPONSE from a host or gateway. ECHO_REQUEST datagrams(``pings'') have an IP and ICMP header, followed by a struct timeval"
pinky - lightweight finger,-l produce long format output for the specified USERs-b omit the user's home directory and shell in long format,pinky - lightweight finger -l produce long format output for the specified USERs-b omit the user's home directory and shell in long format
pk12util - Export and import keys and certificate to or from a PKCS #12file and the NSS database,"The PKCS #12 utility, pk12util, enables sharing certificates among anyserver that supports PKCS #12. The tool can import certificates andkeys from PKCS #12 files into security databases, export certificates,","pk12util - Export and import keys and certificate to or from a PKCS #12file and the NSS database The PKCS #12 utility, pk12util, enables sharing certificates among anyserver that supports PKCS #12. The tool can import certificates andkeys from PKCS #12 files into security databases, export certificates,"
pkaction - Get details about a registered action,pkaction is used to obtain information about registered polkit actions.If called without --action-id then all actions are displayed. Otherwisethe action action. If called without the --verbose option only the name,pkaction - Get details about a registered action pkaction is used to obtain information about registered polkit actions.If called without --action-id then all actions are displayed. Otherwisethe action action. If called without the --verbose option only the name
pkcheck - Check whether a process is authorized,"pkcheck is used to check whether a process, specified by either--process (see below) or --system-bus-name, is authorized for action.The --detail option can be used zero or more times to pass details","pkcheck - Check whether a process is authorized pkcheck is used to check whether a process, specified by either--process (see below) or --system-bus-name, is authorized for action.The --detail option can be used zero or more times to pass details"
pkexec - Execute a command as another user,"pkexec allows an authorized user to execute PROGRAM as another user. Ifusername is not specified, then the program will be executed as theadministrative super user, root.","pkexec - Execute a command as another user pkexec allows an authorized user to execute PROGRAM as another user. Ifusername is not specified, then the program will be executed as theadministrative super user, root."
pkg-config - Return metainformation about installed libraries,The pkg-config program is used to retrieve information about installedlibraries in the system. It is typically used to compile and linkagainst one or more libraries. Here is a typical usage scenario in a,pkg-config - Return metainformation about installed libraries The pkg-config program is used to retrieve information about installedlibraries in the system. It is typically used to compile and linkagainst one or more libraries. Here is a typical usage scenario in a
pkla-admin-identities - List pklocalauthority-configured polkitadministrators,"pkla-admin-identities interprets configuration files described below todetermine which users polkit(8) considers administrators, using anon-JavaScript configuration file format described below.","pkla-admin-identities - List pklocalauthority-configured polkitadministrators pkla-admin-identities interprets configuration files described below todetermine which users polkit(8) considers administrators, using anon-JavaScript configuration file format described below."
pkla-check-authorization - Evaluate pklocalauthority authorizationconfiguration,pkla-check-authorization interprets non-JavaScript configuration filesdescribed below to determine the response of polkit(8) to authorizationqueries.,pkla-check-authorization - Evaluate pklocalauthority authorizationconfiguration pkla-check-authorization interprets non-JavaScript configuration filesdescribed below to determine the response of polkit(8) to authorizationqueries.
pkttyagent - Textual authentication helper,"pkttyagent is used to start a textual authentication agent for thesubject specified by either --process or --system-bus-name. If neitherof these options are given, the parent process is used.","pkttyagent - Textual authentication helper pkttyagent is used to start a textual authentication agent for thesubject specified by either --process or --system-bus-name. If neitherof these options are given, the parent process is used."
pl2pm - Rough tool to translate Perl4 .pl files to Perl5 .pm modules.,"pl2pm is a tool to aid in the conversion of Perl4-style .pl libraryfiles to Perl5-style library modules. Usually, your old .pl file willstill work fine and you should only use this tool if you plan to update","pl2pm - Rough tool to translate Perl4 .pl files to Perl5 .pm modules. pl2pm is a tool to aid in the conversion of Perl4-style .pl libraryfiles to Perl5-style library modules. Usually, your old .pl file willstill work fine and you should only use this tool if you plan to update"
plymouth - Send commands to plymouthd,The plymouth sends commands to a running plymouthd. This is used duringthe boot process to control the display of the graphical boot splash.,plymouth - Send commands to plymouthd The plymouth sends commands to a running plymouthd. This is used duringthe boot process to control the display of the graphical boot splash.
pm-is-supported - Test whether suspend or hibernate is supported.,This manual page documents briefly the pm-is-supported command.The intended purpose of pm-is-supported is to find out which power,pm-is-supported - Test whether suspend or hibernate is supported. This manual page documents briefly the pm-is-supported command.The intended purpose of pm-is-supported is to find out which power
pmap - report memory map of a process,The pmap command reports the memory map of a process or processes.,pmap - report memory map of a process The pmap command reports the memory map of a process or processes.
pod2html - convert .pod files to .html files,Converts files from pod format (see perlpod) to HTML format.,pod2html - convert .pod files to .html files Converts files from pod format (see perlpod) to HTML format.
pod2latex - convert pod documentation to latex format,"""pod2latex"" is a program to convert POD format documentation (perlpod)into latex. It can process multiple input documents at a time andeither generate a latex file per input document or a single combined","pod2latex - convert pod documentation to latex format ""pod2latex"" is a program to convert POD format documentation (perlpod)into latex. It can process multiple input documents at a time andeither generate a latex file per input document or a single combined"
pod2man - Convert POD data to formatted *roff input,"pod2man is a front-end for Pod::Man, using it to generate *roff inputfrom POD source. The resulting *roff code is suitable for display on aterminal using nroff(1), normally via man(1), or printing using","pod2man - Convert POD data to formatted *roff input pod2man is a front-end for Pod::Man, using it to generate *roff inputfrom POD source. The resulting *roff code is suitable for display on aterminal using nroff(1), normally via man(1), or printing using"
pod2text - Convert POD data to formatted ASCII text,pod2text is a front-end for Pod::Text and its subclasses. It uses themto generate formatted ASCII text from POD source. It can optionallyuse either termcap sequences or ANSI color escape sequences to format,pod2text - Convert POD data to formatted ASCII text pod2text is a front-end for Pod::Text and its subclasses. It uses themto generate formatted ASCII text from POD source. It can optionallyuse either termcap sequences or ANSI color escape sequences to format
pod2usage - print usage messages from embedded pod docs in files,pod2usage will read the given input file looking for pod documentationand will print the corresponding usage message. If no input file isspecified then standard input is read.,pod2usage - print usage messages from embedded pod docs in files pod2usage will read the given input file looking for pod documentationand will print the corresponding usage message. If no input file isspecified then standard input is read.
podchecker - check the syntax of POD format documentation files,"podchecker will read the given input files looking for POD syntaxerrors in the POD documentation and will print any errors it find toSTDERR. At the end, it will print a status message indicating the","podchecker - check the syntax of POD format documentation files podchecker will read the given input files looking for POD syntaxerrors in the POD documentation and will print any errors it find toSTDERR. At the end, it will print a status message indicating the"
podselect - print selected sections of pod documentation on standardoutput,podselect will read the given input files looking for pod documentationand will print out (in raw pod format) all sections that match one oremore of the given section specifications. If no section specifications,podselect - print selected sections of pod documentation on standardoutput podselect will read the given input files looking for pod documentationand will print out (in raw pod format) all sections that match one oremore of the given section specifications. If no section specifications
policytool - Reads and writes a plain text policy file based on userinput through the utility GUI.,"The policytool command calls an administrator's GUI that enables systemadministrators to manage the contents of local policy files. A policyfile is a plain-text file with a .policy extension, that maps remote","policytool - Reads and writes a plain text policy file based on userinput through the utility GUI. The policytool command calls an administrator's GUI that enables systemadministrators to manage the contents of local policy files. A policyfile is a plain-text file with a .policy extension, that maps remote"
pr - convert text files for printing,Paginate or columnate FILE(s) for printing.Mandatory arguments to long options are mandatory for short options,pr - convert text files for printing Paginate or columnate FILE(s) for printing.Mandatory arguments to long options are mandatory for short options
preconv - convert encoding of input files to something GNU troff under‐stands,"preconv reads files and converts its encoding(s) to a form GNU troff(1)can process, sending the data to standard output. Currently, thismeans ASCII characters and `\[uXXXX]' entities, where `XXXX' is a hexa‐","preconv - convert encoding of input files to something GNU troff under‐stands preconv reads files and converts its encoding(s) to a form GNU troff(1)can process, sending the data to standard output. Currently, thismeans ASCII characters and `\[uXXXX]' entities, where `XXXX' is a hexa‐"
printafm - Print the metrics from a Postscript font in AFM format usingghostscript,This script invokes gs(1) to print the metrics from a font in AFM for‐mat. Output goes to stdout.,printafm - Print the metrics from a Postscript font in AFM format usingghostscript This script invokes gs(1) to print the metrics from a font in AFM for‐mat. Output goes to stdout.
printenv - print all or part of environment,"Print the values of the specified environment VARIABLE(s). If no VARI‐ABLE is specified, print name and value pairs for them all.","printenv - print all or part of environment Print the values of the specified environment VARIABLE(s). If no VARI‐ABLE is specified, print name and value pairs for them all."
printf - format and print data,"Print ARGUMENT(s) according to FORMAT, or execute according to OPTION:--help display this help and exit","printf - format and print data Print ARGUMENT(s) according to FORMAT, or execute according to OPTION:--help display this help and exit"
prlimit - get and set a process resource limits.,"Given a process id and one or more resources, prlimit tries to retrieveand/or modify the limits.","prlimit - get and set a process resource limits. Given a process id and one or more resources, prlimit tries to retrieveand/or modify the limits."
prove - Run tests through a TAP harness.,,prove - Run tests through a TAP harness. nan
prtstat - print statistics of a process,prtstat prints the statistics of the specified process. This informa‐tion comes from the /proc/PID/stat file.,prtstat - print statistics of a process prtstat prints the statistics of the specified process. This informa‐tion comes from the /proc/PID/stat file.
ps - report a snapshot of the current processes.,"ps displays information about a selection of the active processes. Ifyou want a repetitive update of the selection and the displayedinformation, use top(1) instead.","ps - report a snapshot of the current processes. ps displays information about a selection of the active processes. Ifyou want a repetitive update of the selection and the displayedinformation, use top(1) instead."
ps2ascii - Ghostscript translator from PostScript or PDF to ASCII,"ps2ascii uses gs(1) to extract ASCII text from PostScript(tm) or AdobePortable Document Format (PDF) files. If no files are specified on thecommand line, gs reads from standard input; but PDF input must come","ps2ascii - Ghostscript translator from PostScript or PDF to ASCII ps2ascii uses gs(1) to extract ASCII text from PostScript(tm) or AdobePortable Document Format (PDF) files. If no files are specified on thecommand line, gs reads from standard input; but PDF input must come"
ps2epsi - generate conforming Encapsulated PostScript,ps2epsi uses gs(1) to process a PostScript(tm) file and generate asoutput a new file which conforms to Adobe's Encapsulated PostScriptInterchange (EPSI) format. EPSI is a special form of encapsulated,ps2epsi - generate conforming Encapsulated PostScript ps2epsi uses gs(1) to process a PostScript(tm) file and generate asoutput a new file which conforms to Adobe's Encapsulated PostScriptInterchange (EPSI) format. EPSI is a special form of encapsulated
ps2pdf - Convert PostScript to PDF using ghostscriptps2pdf12 - Convert PostScript to PDF 1.2 (Acrobat 3-and-later compati‐ble) using ghostscriptps2pdf13 - Convert PostScript to PDF 1.3 (Acrobat 4-and-later compati‐ble) using ghostscriptps2pdf14 - Convert PostScript to PDF 1.4 (Acrobat 5-and-later compati‐ble) using ghostscript,The ps2pdf scripts are work-alikes for nearly all the functionality(but not the user interface) of Adobe's Acrobat(TM) Distiller(TM) prod‐uct: they convert PostScript files to Portable Document Format (PDF),ps2pdf - Convert PostScript to PDF using ghostscriptps2pdf12 - Convert PostScript to PDF 1.2 (Acrobat 3-and-later compati‐ble) using ghostscriptps2pdf13 - Convert PostScript to PDF 1.3 (Acrobat 4-and-later compati‐ble) using ghostscriptps2pdf14 - Convert PostScript to PDF 1.4 (Acrobat 5-and-later compati‐ble) using ghostscript The ps2pdf scripts are work-alikes for nearly all the functionality(but not the user interface) of Adobe's Acrobat(TM) Distiller(TM) prod‐uct: they convert PostScript files to Portable Document Format (PDF)
"ps2pdfwr - Convert PostScript to PDF without specifying Compatibil‐ityLevel, using ghostscript",This wrapper script invokes gs(1) with following arguments-q -dNOPAUSE -dBATCH -sDEVICE=pdfwrite,"ps2pdfwr - Convert PostScript to PDF without specifying Compatibil‐ityLevel, using ghostscript This wrapper script invokes gs(1) with following arguments-q -dNOPAUSE -dBATCH -sDEVICE=pdfwrite"
psed - a stream editor,"A stream editor reads the input stream consisting of the specifiedfiles (or standard input, if none are given), processes is line by lineby applying a script consisting of edit commands, and writes resulting","psed - a stream editor A stream editor reads the input stream consisting of the specifiedfiles (or standard input, if none are given), processes is line by lineby applying a script consisting of edit commands, and writes resulting"
psfaddtable - add a Unicode character table to a console font,"psfaddtable takes a console font in .psf format given by fontfile andmerges it with the Unicode character table given by tablefile to pro‐duce a font file with an embedded character table, which is written to","psfaddtable - add a Unicode character table to a console font psfaddtable takes a console font in .psf format given by fontfile andmerges it with the Unicode character table given by tablefile to pro‐duce a font file with an embedded character table, which is written to"
psfgettable - extract the embedded Unicode character table from a con‐sole font,"psfgettable extracts the embedded Unicode character table from a .psfformat console font into a human readable ASCII file of the format usedby psfaddtable(1). If the font file name is a single dash (-), the","psfgettable - extract the embedded Unicode character table from a con‐sole font psfgettable extracts the embedded Unicode character table from a .psfformat console font into a human readable ASCII file of the format usedby psfaddtable(1). If the font file name is a single dash (-), the"
psfstriptable - remove the embedded Unicode character table from a con‐sole font,"psfstriptable reads a .psf format console font from fontfile, removesthe embedded Unicode font table if there is one, and writes the resultto outfile. An input file name of ""-"" denotes standard input, and an","psfstriptable - remove the embedded Unicode character table from a con‐sole font psfstriptable reads a .psf format console font from fontfile, removesthe embedded Unicode font table if there is one, and writes the resultto outfile. An input file name of ""-"" denotes standard input, and an"
psfxtable - handle Unicode character tables for console fonts,"psfxtable handles the embedded Unicode character table for .psf formatconsole fonts. It reads a font and possibly a table and writes a fontand/or a table. psfaddtable(1), psfgettable(1) and psfstriptable(1)","psfxtable - handle Unicode character tables for console fonts psfxtable handles the embedded Unicode character table for .psf formatconsole fonts. It reads a font and possibly a table and writes a fontand/or a table. psfaddtable(1), psfgettable(1) and psfstriptable(1)"
pstree - display a tree of processes,"pstree shows running processes as a tree. The tree is rooted at eitherpid or init if pid is omitted. If a user name is specified, allprocess trees rooted at processes owned by that user are shown.","pstree - display a tree of processes pstree shows running processes as a tree. The tree is rooted at eitherpid or init if pid is omitted. If a user name is specified, allprocess trees rooted at processes owned by that user are shown."
ptaskset (python-schedutils) - set or get the affinity of a process,,ptaskset (python-schedutils) - set or get the affinity of a process nan
ptx - produce a permuted index of file contents,"Output a permuted index, including context, of the words in the inputfiles.","ptx - produce a permuted index of file contents Output a permuted index, including context, of the words in the inputfiles."
pwd - print name of current/working directory,"Print the full filename of the current working directory.-L, --logical","pwd - print name of current/working directory Print the full filename of the current working directory.-L, --logical"
pwdx - report current working directory of a process,,pwdx - report current working directory of a process nan
pwmake - simple tool for generating random relatively easily pronounce‐able passwords,pwmake is a simple configurable tool for generating random and rela‐tively easily pronounceable passwords. The tool allows you to specifythe number of entropy bits that are used to generate the password.,pwmake - simple tool for generating random relatively easily pronounce‐able passwords pwmake is a simple configurable tool for generating random and rela‐tively easily pronounceable passwords. The tool allows you to specifythe number of entropy bits that are used to generate the password.
pwscore - simple configurable tool for checking quality of a password,pwscore is a simple tool for checking quality of a password. The pass‐word is read from stdin.,pwscore - simple configurable tool for checking quality of a password pwscore is a simple tool for checking quality of a password. The pass‐word is read from stdin.
"python - an interpreted, interactive, object-oriented programming lan‐guage","Python is an interpreted, interactive, object-oriented programming lan‐guage that combines remarkable power with very clear syntax. For anintroduction to programming in Python you are referred to the Python","python - an interpreted, interactive, object-oriented programming lan‐guage Python is an interpreted, interactive, object-oriented programming lan‐guage that combines remarkable power with very clear syntax. For anintroduction to programming in Python you are referred to the Python"
quota - display disk usage and limits,quota displays users' disk usage and limits. By default only the userquotas are printed.,quota - display disk usage and limits quota displays users' disk usage and limits. By default only the userquotas are printed.
quotasync - synchronize in-kernel file system usage and limits to diskformat,quotasync flushes file system usage and limits from kernel memory toquota files stored in the file system. By default only the user quotasare synchronized.,quotasync - synchronize in-kernel file system usage and limits to diskformat quotasync flushes file system usage and limits from kernel memory toquota files stored in the file system. By default only the user quotasare synchronized.
ranlib - generate index to archive.,ranlib generates an index to the contents of an archive and stores itin the archive. The index lists each symbol defined by a member of anarchive that is a relocatable object file.,ranlib - generate index to archive. ranlib generates an index to the contents of an archive and stores itin the archive. The index lists each symbol defined by a member of anarchive that is a relocatable object file.
raw - bind a Linux raw character device,"raw is used to bind a Linux raw character device to a block device.Any block device may be used: at the time of binding, the device driverdoes not even have to be accessible (it may be loaded on demand as a","raw - bind a Linux raw character device raw is used to bind a Linux raw character device to a block device.Any block device may be used: at the time of binding, the device driverdoes not even have to be accessible (it may be loaded on demand as a"
rdate - get the time via the network,"rdate connects to an RFC 868 time server over a TCP/IP network, print‐ing the returned time and/or setting the system clock.","rdate - get the time via the network rdate connects to an RFC 868 time server over a TCP/IP network, print‐ing the returned time and/or setting the system clock."
readelf - Displays information about ELF files.,readelf displays information about one or more ELF format object files.The options control what particular information to display.,readelf - Displays information about ELF files. readelf displays information about one or more ELF format object files.The options control what particular information to display.
readlink - print resolved symbolic links or canonical file names,"Print value of a symbolic link or canonical file name-f, --canonicalize","readlink - print resolved symbolic links or canonical file names Print value of a symbolic link or canonical file name-f, --canonicalize"
realpath - print the resolved path,Print the resolved absolute file name; all but the last component mustexist,realpath - print the resolved path Print the resolved absolute file name; all but the last component mustexist
rebuild-jar-repository - rebuild a JAR repository,Rebuild a jar repository (built by build-jar-repository) based on thecurrent JVM settings,rebuild-jar-repository - rebuild a JAR repository Rebuild a jar repository (built by build-jar-repository) based on thecurrent JVM settings
